Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Low income,LIC,165596782524.982,165186897136.474,174123382030.176,184397982867.75,217945420930.461,254968914393.26,298507031264.305,356015400156.106,433133006319.123,464445991370.043,509419775663.081,323189965937.606,322594137486.338,333526480306.07,358802866002.271,355183627901.114,338065281969.88,360520403144.198,383329841701.803,403987312390.506,408049420483.67,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Lower middle income,LMC,1636571461833.2,1748947589190.7,2071846491286.87,2641218188615.34,3239739142768.89,3931600022836.09,4924509497650.37,6558625012643.17,8234013231529.71,9081222338056.47,10775750422161.8,12591264813639.8,5216206163581.35,5275778940444.71,5541328063183.16,5569256031454.83,5834959907703.72,6241579622282.95,6278125762810.11,6658824998079.77,6390356007539.71,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Middle East & North Africa,MEA,827591717539.109,847282219196.63,853448618101.499,929980529738.801,1092137901359.81,1275975603063.19,1514522081852.59,1831808008282.18,2230657168790.25,2098874362471.36,2433505673899.66,2606098321341.25,2825313986241.79,2809655458211.91,2856913530664.59,2594878533590.13,2641216582655.47,2707291341654.39,2764226475280.03,2829142898873.1,2601391767795.06,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Middle East & North Africa (excluding high income),MNA,411374314616.718,430613813888.788,428707679172.81,461632052852.729,545901811289.299,624221226411.321,730583042594.197,922963116193.659,1126264697262.72,1149160723824.04,1308282511402.36,1260934023120.39,1372674705462.79,1273023323391.83,1259300682253.06,1165544072343.53,1192778807715.61,1148839987188.6,1059812536878.13,1099174708997.71,1010513480066.54,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Middle East & North Africa (IDA & IBRD countries),TMN,406944475797.591,425976796649.163,424091187934.103,456661019136.671,540023327997.667,617499369158.138,722715839884.435,913024289933.819,1114136640407.26,1136786113638.3,1294194415842.01,1247355794520.53,1357893209680.88,1259314912498.77,1245740042103.73,1152993039880.85,1179934501016.56,1136468830819.84,1048400062763.81,1087338367685.4,999631877394.236,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Middle income,MIC,5114563782830.4,5240130147080.1,5602667718844.15,6570293752761.59,7909625025523.01,9499136137939.89,11559329991458.5,14810029605127.2,18104823599650.1,18750185753193.8,22367810699878.5,26307385780744.6,20052525600721.3,21129175681932.5,21952668281130.7,20968708237942.4,21175946692845.2,23215934888998.9,24162971040797.9,24808696160355.6,23638972411507.2,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,North America,NAC,9404378434538.84,9627274826918.06,10021164290001.5,10445357598197.7,11224031155467.9,12089527487142.5,12972744104574.8,13464254185512.4,13467559512067.7,13103386746040.7,14074841403482.8,14814616209804.4,15569804972728.6,15971947846522.2,16614596733618,17046137362055.7,17235823252456.5,18097242859231.2,18938000389134,19613450935302.1,19017192833378.6,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,OECD members,OED,23012257225728.8,22771395384905.2,23807648964601.8,26485497919720.5,29592592365011.8,31334785452170.5,33162617731996.7,36031869386819.6,37562084776607.8,35089901844039.5,37264701782888,40144892385694.7,40301512958469.4,40873415054442.2,41802868148814.1,39593185636550.8,40149505859622.5,42018230180056.7,44263269862889.2,44674538669110.5,42972240582942.7,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Other small states,OSS,57681691420.9706,63031804912.1336,67803332630.5564,84929190562.8703,100996716198.926,115794706871.987,141971995732.936,174308734448.709,212558753971.615,188410898844.254,216044713879.418,262545157226.348,281667065166.687,303113439719.653,322739116615.409,286742132179.741,289038893575.148,312150266594.206,336955224900.416,332872349805.235,288376130124.69,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Pacific island small states,PSS,3095700286.63903,3003560429.74936,3200906872.51272,3763773120.9779,4406157800.4343,4877101286.12314,4971706438.53534,5582878606.8209,6006144705.57164,5392257311.37833,5931138115.74617,6780477577.24755,7189496588.76798,7753854515.43331,8231207987.30045,8014157629.99623,8359737030.10059,8921986938.83388,9402666828.92604,9397518436.71552,8551280923.79897,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Post-demographic dividend,PST,22025233737859,21784941093195.6,22786289333928.2,25439099556405.5,28387517811911.1,29922048731195.9,31607168603389.8,34220723024409.5,35530193946223.6,33379933829498.1,35272116793565,37964550636024,38084796799253.7,38460836519453.2,39292189461891.3,37316636959335.4,37941046208314.9,39691145802160.7,41881399625534.7,42289161586313.6,40818777270191.9,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Pre-demographic dividend,PRE,205310578700.848,197143249473.984,228582298857.651,244939972902.011,298035570013.134,356593077647.362,470295698277.3,559837525338.257,695488552430.847,679168143889.862,759342016665.626,865469228831.995,970353787030.604,1088272236614.09,1171168804119.82,1078432493970.9,1003616443255.51,1020561525060.15,1068396095899.21,1132619593147.95,1051784399547.42,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Small states,SST,89581588063.1534,95913483541.6335,102336852658.964,121390956075.073,141776298978.165,160491692004.974,191623508673.61,230194016837.733,276247027714.262,241735671739.056,273379835969.101,321801569924.627,343762295924.934,368292672680.036,391408988919.174,356516157594.816,354787819678.421,380447996426.883,407779497739.111,405901623002.748,351235153566.852,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,South Asia,SAS,556770408307.797,571434797584.268,600206712141.531,702516754253.729,812023275034.926,925673513002.388,1051182635913.1,1317942091727.56,1324162449079.35,1480805583284.97,1807395140317.02,1996071919732.07,2022764142617.29,2071334042983.59,2281759572198.81,2400653313473.97,2586227152886.63,2972049318357.34,3043416629473.54,3208685128105.96,3027649197072.17,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,South Asia (IDA & IBRD),TSA,556770408307.797,571434797584.268,600206712141.531,702516754253.729,812023275034.926,925673513002.388,1051182635913.1,1317942091727.56,1324162449079.35,1480805583284.97,1807395140317.02,1996071919732.07,2022764142617.29,2071334042983.59,2281759572198.81,2400653313473.97,2586227152886.63,2972049318357.34,3043416629473.54,3208685128105.96,3027649197072.17,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Sub-Saharan Africa,SSF,326658633970.594,315115871654.171,343176635126.351,432756737225.177,532681665763.061,621433763990.659,741672289218.857,835629786791.211,912744308390.818,940048256897.094,1081027892051.59,1197285281238.22,1267961763356.32,1368423037865.38,1448672953983.35,1376367513551.8,1293745397631.94,1358001911033.85,1417435574256.96,1467573156142.72,1397537796598.36,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Sub-Saharan Africa (excluding high income),SSA,326136361853.887,314569227841.805,342615805116.058,432162074848.961,531911176923.528,620599147589.041,740752385747.052,834776976955.092,911960517924.582,939348368115.248,1080215150666.23,1196468096889.21,1267088069892.14,1367319230804.44,1447575549591.83,1375246826943.14,1292606138455.07,1356780403557.59,1416119778624.29,1466251467919.27,1396697488786.68,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,326658633970.594,315115871654.171,343176635126.351,432756737225.177,532681665763.061,621433763990.659,741672289218.857,835629786791.212,912744308390.818,940048256897.094,1081027892051.59,1197285281238.22,1267961763356.33,1368423037865.38,1448672953983.35,1376367513551.8,1293745397631.94,1358001911033.85,1417435574256.96,1467573156142.72,1397537796598.36,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Upper middle income,UMC,3480340831141.56,3493115860090.62,3531558786450.98,3929426657032,4670164030273.34,5567751298454.94,6634664634145.17,8251574664165.02,9871339136734.01,9670332441433.06,11593608013705.2,13717819082280.3,14836293844680.4,15853303347324,16411261238801.5,15399460008015,15340998437546.6,16974365256186.8,17884851768584.4,18149192063983.9,17247737797333.6,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,World,WLD,28346273970572.9,28250581190944,29627359796296.2,33380149878161.2,37908791915128.4,41317971233418.5,45371898160176.6,51662593670453,56793931887702.5,55036107663033.4,60901852844544.8,67684039928603.1,61579604579992.4,63194743561326.4,65116918940741.2,61749850942580,62618078131875.1,66676614006373.6,70118325458486.6,71242005961239.1,68370658103415.9,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Albania,ALB,11.9689426722074,10.9782301771201,3.6064292640901,5.57380569116239,6.45459018211827,4.31562267446273,7.77325242395601,4.4534315650873,7.33900714450048,1.21130295583379,5.66119194377832,0.500702145883665,-0.703860788163752,2.86041003394877,0.856370263167207,0.367032524920958,3.30167554471555,2.24874069189798,3.96420563922382,0.951177023569244,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Algeria,DZA,16.3344374134834,4.22165014679759,2.21483708942401,7.33286440653494,5.45685736143298,8.22529750525287,8.55725048043159,7.27613772906177,4.3190168219799,-3.79805392033855,13.5750121297471,-0.352377918371943,6.36098178284139,-1.53229389053506,-1.7195655455976,-4.65316939975254,4.29242765524522,2.86115809604932,-0.178359760430396,-0.664633394108321,-9.1539344975975,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Angola,AGO,..,..,..,6.00493096415396,-7.45396090637523,9.15164152569166,14.0656868951017,-8.993802536863,-22.8380432251331,26.4105240790893,9.53906633995621,14.3394190263114,9.6906021338429,5.93818770848968,7.84604845701627,21.0377641698065,47.3593891394427,-16.5692687745899,-29.3006085301672,2.6028796715956,-28.7160379513355,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Argentina,ARG,-1.90101341852869,-6.05540642051402,-12.3046744057822,9.63136196225732,-1.80359820004759,6.7181237957536,19.8348041125684,11.2542751785242,4.91948381540219,-8.38122529415624,10.9708751567258,7.9042454054765,-2.66890318437068,0.966808630859191,-4.45635284809352,4.0051994728682,-3.12405586269082,4.60812197972544,-6.55843441164376,-5.18460813319408,-8.10899952887443,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Armenia,ARM,0.30583481231632,9.55429547389947,15.8221990572174,20.6529150042977,10.9989901510186,15.5705507401667,15.4133558398257,17.7468302506029,10.0464384735665,-21.4495864585601,2.21093660646028,3.29416109109314,13.6441197576222,3.92408637812258,1.63366025289682,-1.02245950286657,-1.02515398679783,10.8916365126499,4.70740029680266,6.20371914966691,-8.6653383717309,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Austria,AUT,2.97707720489684,0.342307976446349,1.41940833615999,0.682224562048404,2.24318028824601,1.3744355625799,3.76564673306162,2.82485174736016,1.13325675383695,-5.33744221924816,1.89311047953981,1.32342101176404,-0.759728663258443,-0.978517544647303,0.174446259225007,-0.642067758901447,2.76800955510494,-0.727502485035913,1.8070234537728,1.10474499927453,-8.45119741144111,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Azerbaijan,AZE,2.2232455845276,16.222455442207,29.4736101848224,16.1609522705,10.9251848615396,22.4208042996836,38.2926192800839,21.1384826399454,19.4164386731804,-1.74094053706493,-5.76516773183175,15.5894298072301,0.308211477298116,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,"Bahamas, The",BHS,1.56894661493962,-3.86415082874795,9.45673222875764,-3.44375461454146,-4.55028796457465,3.74241212370383,-4.09604334789327,2.82302505860916,-4.32836778390299,-10.9340390931063,-4.21018964528929,-2.41200155022868,4.64648422761815,-4.64034350601837,1.34137225417359,1.78251138316863,0.0084642086556812,3.46826803111438,-0.160597131307028,4.1044434966409,-25.2809167200028,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Bahrain,BHR,..,1.63891302820292,-8.66868213984475,8.93158217601095,-1.9697034489201,4.75425366096243,5.38085116433295,10.3765979517207,3.13470538946727,-12.1709872002929,8.09041104379133,-7.43673465785081,20.260836989762,4.33295537146132,-1.87448660786748,-0.0215893650288308,2.42874990184048,1.4815922678922,-3.33818948503155,1.77706818983958,-8.17843060636658,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Bangladesh,BGD,3.7376015768133,2.8700392981474,1.88007784886909,2.35188383197575,6.00579231978257,4.96205387114117,6.63476631280521,6.25115563779144,4.33953864607813,4.52695268793934,5.04064153010084,3.86098550873926,4.96075992184213,4.07364591182795,2.56795038149281,5.18176915498047,-10.9222052640381,4.78270458181922,8.19226847788887,13.942284176812,3.81955159346469,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Belarus,BLR,9.83566243687859,10.7344870184379,8.15252207856901,10.5690227021131,13.5689753846985,15.6480367046857,15.0414086748598,11.0009914506966,16.7478669661556,-3.9308595222127,8.27731303094315,18.0958280580132,3.92968088959636,-0.151004389804271,3.13407236297603,-4.47761726496275,-5.74612811544849,4.11688962978636,4.43211096589206,2.20897829029101,-4.68569429521905,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Belgium,BEL,2.1689966494562,-0.0749841723193612,1.25333216246193,-0.176547998783278,2.19655033945889,0.687277919454104,1.25421589184566,2.76078252593489,-2.3790177783788,-2.31153937300654,0.787532478399555,-2.67448751582435,2.97681802172312,0.281343065556825,1.23619600052571,1.92882596582935,0.915226121797247,0.737751203260856,0.895053027534118,2.21160084859299,-7.35527510040667,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Belize,BLZ,-3.6806821525754,0.109787900988792,1.75091908863429,-1.43274849705723,-2.86368557025015,-1.01492643764695,-0.73070146894338,-5.77619313672143,-3.67495975777221,6.04530193682946,-6.74490926783314,4.05371256976672,3.00913406831657,0.852409037761291,3.09545098369864,9.0095122700026,0.386490692034911,-0.422498350870768,-1.86391631889839,1.8804256739199,-15.650366885744,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Benin,BEN,5.5515167720237,4.3174664384765,5.07549927712587,2.00309569878465,3.42284208273769,-2.53521549381753,0.708408013780783,2.5799312347156,2.20552082369029,-0.666632169109064,-1.00346588835791,1.78234305427564,3.23087069255423,6.83907021090965,3.22434686617301,0.223626286482286,1.47093827370921,0.688413844721353,3.23012850262991,4.92229822276195,0.118822117248897,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Bhutan,BTN,31.7655402067146,6.80717319383277,7.54747526959612,3.86730891482814,3.7570419729829,6.59419426737762,1.78906487176008,14.4673914210124,4.42437048619493,4.30528061412463,7.09925055422886,6.2163663215949,2.7758993647148,2.48307101246074,4.43017710541713,3.84227222749654,5.64361674166879,5.01030640413111,3.23982354547041,4.65872783780259,-8.92499421897882,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Bolivia,BOL,-2.49070762995608,0.714991788416228,1.6316378997584,1.0939860529043,0.327227289524942,0.0295878577591964,4.91901493465929,1.40170074270263,11.2041882932934,0.525186562763992,4.5361933640869,3.33512171274009,2.26970656758434,3.97261136620943,1.99335396928402,1.71369681635123,3.18881251289243,2.9252617001174,3.24039802194925,1.66629196022873,-10.2851695271389,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Bosnia and Herzegovina,BIH,..,2.09402210672729,5.26146463971158,3.03385954146992,12.1348797572357,2.83680981917855,8.9469154278294,6.33864605612516,8.68247052096187,-1.71809552131272,-0.447117661396533,-0.703528975105115,-1.55418189285656,4.27758794524247,2.13645688147339,7.26482043868563,6.94864721195884,4.70067897210767,5.94855438789048,4.83240823621006,-2.50307689839262,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Botswana,BWA,-1.37924723406715,0.805223879119183,-13.0401577297886,-8.81327723403064,2.92973234877959,15.1041824906866,7.74033545380057,6.71460718778663,-4.72417891239155,-3.15283457150443,6.57659749154631,19.8134714995022,-3.38935154116587,4.2814290048738,13.4084542236912,-6.18201114595549,11.5201082283367,-4.71091775371187,-2.65878656551915,-1.91543237535349,-5.66676965309605,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Brazil,BRA,4.3102049929101,-0.767999240894696,1.51843537590915,-0.180566183124853,4.35236754540591,1.37297526014434,4.19326908643684,5.66556187205691,2.9661311309503,1.45981868710305,5.86075991239976,4.14383862969636,0.805207840998932,3.58790782071998,-1.31466902329225,-4.58192667097993,-4.08959365563182,0.60854278336997,-0.70923419534769,0.793998164626174,-4.84128461260993,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Brunei Darussalam,BRN,1.93693687022905,0.348063269815071,12.3266153651267,0.747149609521841,7.22307911482223,10.1418852989226,9.04512170798984,7.82007887467209,17.7399903935436,-19.6769181339204,3.96991992298359,10.1636296385635,4.65762920231261,-0.863535662553559,-0.974030128305685,-10.8553952421672,-5.25884167519673,1.42067142217628,-5.50334312910201,5.09551927133947,-9.50734868452675,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Bulgaria,BGR,4.32281646828996,9.55842452823855,10.5204644363656,5.56414296523053,8.36971806700836,5.2422620353527,6.22874417514932,3.77791494956543,12.0380357798205,-0.0692226970307246,2.04935644913806,4.49651573479682,2.73899032105773,-0.79571393094372,2.90529810608071,2.7826284772744,5.96615307886734,4.86497118698026,2.66011191178039,7.13690666032092,0.103526739567442,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Burkina Faso,BFA,0.753981875833404,3.34428935554571,1.01412337715514,4.24953536369452,1.44088966299616,3.93491790492865,2.40555467204859,0.728421695805849,1.90152280099713,-0.668711889740464,5.03626872007821,2.96903156818973,9.02441158901848,0.2787777962929,0.191295959148178,2.45688387453488,5.32252248337517,3.44559497005206,4.86123021050065,3.57436890488484,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Burundi,BDI,-0.863628102949974,-10.0200833889061,-6.88173234860723,-31.8068302147569,24.8833673764422,12.4045283241865,12.1449078823956,-13.5392514850917,1.09647944308587,2.19336260651353,15.4153259620252,-3.5737712097628,14.4640340009859,4.40918282353987,0.792228488687982,11.1135028816483,-6.36066123866114,-3.85251218508439,4.79359908150035,1.4209985924805,5.64104609642119,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Cabo Verde,CPV,..,..,..,..,..,..,..,..,2.80336393263019,2.00182237970239,-4.08028214270556,2.56081756521507,-0.304422970391556,1.38790744856112,-1.28847338023243,2.02500886166497,3.9308989368979,2.27297542991845,4.91557536250724,4.79606103412709,-17.1380377572894,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Cambodia,KHM,3.93598325186298,5.47902602522829,3.71082945621278,7.33151058883008,8.12862500492457,12.0028173218375,9.4754855125706,9.12750428063171,12.2600922304434,-1.16921231518319,1.74764304452543,7.62360644378542,6.58094612126318,7.09843174206684,1.04728305190105,4.67377465911385,6.18916288121886,5.81458402428564,9.07675187440947,8.54288003604007,-3.73707531611124,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Cameroon,CMR,-1.39498810190692,1.64238270501566,1.0063248029863,5.55491908488538,6.00998108394421,-1.44251722542843,1.50555183235267,-0.738984104520028,-2.36659687486458,5.88272686359348,-1.80493004814002,-1.06326583548625,1.98054319416039,5.89120829352656,4.32153058298645,2.47193941915876,2.46662613461226,0.0849981194366904,1.9516781168641,2.02439822781059,3.04841453379832,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Canada,CAN,5.4977343755741,0.176516331467667,2.02991891678288,3.95453986912926,3.03708167414058,4.47054414965626,2.62118411938552,2.13213892464242,0.0998438567298336,-7.43992359070211,4.73109739747133,3.21847229215714,0.488209556851999,1.44060964678785,1.42377259830727,-3.53043317108977,-0.211138436577443,3.94780673121747,0.107327045107965,1.12641285342877,-7.98327436204548,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,-0.324622809087543,-5.17575944451687,-1.99532521471771,-43.0801922118129,-3.59091276233916,5.86774267780031,12.4862451975106,-5.66053938190028,21.1123253249008,-1.15359430758623,-4.67635235616112,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Chad,TCD,-5.14599469362489,14.0565851897127,-0.651038273722421,-10.4755284731438,..,..,..,..,-3.72496891188595,39.202305770103,7.56561409907069,-7.35524255766998,9.80252796761383,1.33901468807917,2.71207208438481,-10.0525150898077,-10.2627610149048,-18.0569520163229,5.5976182134405,1.31463380024996,-18.721280922157,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Chile,CHL,2.43574752894733,-0.0880455572103926,0.0375745660509637,-0.518831354320753,6.47580951210452,9.09090719056562,0.769687547873858,5.95225413982699,1.39604991790068,5.66987676861741,6.92036298453675,4.46536348970793,4.258975035288,0.906807917783553,2.79228803636602,3.08357024361818,-1.12937032457975,-1.11540113671262,-1.69022120824833,-0.953253973647676,-2.78359243364949,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,China,CHN,8.61394410919512,10.1708045450057,11.8043002091974,10.86633635079,10.2247041243648,12.2644779573688,13.969172682339,14.5979978835883,5.79624186449843,12.3409121050911,8.19197751060972,4.26439466006394,9.50423331325345,5.24888981009271,7.98134452711685,6.35134201791037,7.59127528448485,6.199394340056,3.51673630135711,4.32689345710222,-0.193260235451305,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Colombia,COL,-1.89721127703241,0.707404491485988,0.542237802366401,0.791452480584539,4.21091736889623,4.11373416907388,5.01066700502271,8.0109421879372,3.20881787659701,2.73170736315561,3.49856121539094,4.55480835429327,4.7668686201832,5.29989929772073,4.49474144757841,2.95112089869252,1.60951903291897,-0.5285470770838,0.313388265101693,1.60200711348757,-7.90809899465368,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Comoros,COM,9.30898754919515,0.53469771617327,-0.16684174670192,-0.246736203881596,0.367746889396699,1.21954798347402,0.792032409105545,-1.25821326807423,-0.192403594681508,3.48963298860205,-2.39737622337263,1.71774985417017,1.68191951619858,2.81576631973654,1.10471024893708,4.48003452544512,1.75507221521013,3.47723142199999,2.53783387717841,-1.90895925938248,-5.17120624707515,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,"Congo, Dem. Rep.",COD,33.6071234881204,-18.2962270411372,0.638819836968779,-6.71365931030049,16.4164479600693,5.65369793686401,7.96169004291278,1.02779031160134,-10.4847224417469,4.81035515131477,17.4861892036986,6.25602368626421,9.41722860984844,8.36633827683526,-2.25893728892711,4.98004214341563,0.852317570122452,15.7221813277075,12.6776011548568,-1.51932262640759,2.78732882714401,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,"Congo, Rep.",COG,-53.8016883165167,111.135170730898,32.2605028873557,49.9895286115146,-43.0493130227406,31.4585033678527,19.9854533277549,15.5636089129533,11.5300481731735,22.1583803703282,33.3747612895864,-29.2341150468048,59.3399111781331,25.7613324984287,8.67126320606964,-15.9241013068104,-21.93403251919,-30.2091021478497,-13.9273643254982,-28.0067170748341,-3.1749021941755,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Costa Rica,CRI,0.0259244761466277,1.74942005601085,0.743043735242594,2.24271930882438,2.12618675412391,1.49056021921568,6.28938531369832,6.5357698426312,2.72501756008931,-1.80799962506322,5.91566792847968,2.32002447053779,5.00557975827709,1.26310799818397,2.48219130032545,4.71089438885713,4.24184725230741,1.26921751966016,0.870055933666961,0.534632791583235,-4.72328925341931,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,2.541302444989,4.1098640390463,-18.3655404965314,30.2320122519554,4.91405514102203,15.6581482170002,47.411191473829,4.80893497717791,3.45190135236592,4.96468488090282,2.5304439334278,4.69570831397633,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Croatia,HRV,2.93541149149124,4.63590543376884,8.76338587490937,3.93055791362342,6.6891142690163,6.85492143525204,3.90199238045837,5.94135884368789,0.895531787660815,-8.30106416322754,-0.299268211107758,0.898256784918857,-1.92945776450479,2.23655788664369,0.167936995932095,6.01765426667593,2.31064257896678,6.75851979099194,4.46326149236411,4.6697010219177,-6.40297287585298,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Cuba,CUB,2.28635883684487,3.73329173615076,2.11188560797872,5.67729814290348,5.31447799330562,9.14212770082881,23.0332956515896,3.72167874604052,-2.5423849373454,3.53985216231503,7.2288406557484,-7.20517399287816,5.04647822288868,2.82331451709088,2.78409228701318,5.29566519457798,3.38526449906954,1.5003552965191,1.14494512464758,..,..,..
